0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.5773502691896258,0.,0.,-0.2581988897471611,0.,-0.4472135954999579,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.4472135954999579,0.,0.,0.,0.,-0.29277002188455997,0.,-0.3779644730092272,0.,0.,0.,0.,0.,0.
0.,0.,0.8944271909999159,0.,0.,0.,0.,-0.23904572186687872,0.,-0.9258200997725514,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.4140393356054125,0.,0.11952286093343936,0.,0.,0.,0.,-0.3086066999241838,0.,-0.3450327796711771,0.,0.
0.,0.,0.,0.,0.7559289460184544,0.,0.,0.,0.,0.,0.,-0.3086066999241838,0.,-0.816496580927726,0.
0.,0.,0.,0.,0.,1.3887301496588271,0.,0.,0.,0.,0.,0.,-0.2672612419124244,0.,-1.4142135623730951
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.3984095364447978,0.,0.1543033499620919,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.6900655593423543,0.,0.1781741612749496,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,1.224744871391589,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,1.8856180831641267,0.,0.,0.,0.,0.
