0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.5773502691896258,0.,0.,-0.2581988897471611,0.,-0.4472135954999579,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.4472135954999579,0.,0.,0.,0.,-0.29277002188455997,0.,-0.3779644730092272,0.
0.,0.,0.8944271909999159,0.,0.,0.,0.,-0.23904572186687872,0.,-0.9258200997725514
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.4140393356054125,0.,0.11952286093343936,0.,0.,0.,0.
0.,0.,0.,0.,0.7559289460184544,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,1.3887301496588271,0.,0.,0.,0.
